,No,City,Place,Review,Rating,Name,Date,Raw_Review,Raw_Rating
8964,8965,Mumbai,R Odeon Mall,best thing mall multiplex good malls visit,5,Anonymous,,The best thing about this mall is the multiplex. Otherwise there are many other good malls to visit.,gol
8965,8966,Mumbai,Raghuleela Mega Mall,raghuleela mall alright want spend hour usually crowded people parking difficult retail stores limited,2,Anonymous,,Raghuleela Mall is alright if you want to spend an hour or so. It is usually crowded with people and parking is difficult to find. The retail stores are limited.,fuk
8966,8967,Mumbai,Raghuvanshi Mills,industrial estate lots shops especially branded company selling house interiors like flooring furniture lighting equipments bathroom fixtures planning renovate house consider visiting place located adjacent high street phoenix,4,Anonymous,,"This is an industrial estate having lots of shops especially branded company selling house interiors like flooring,furniture,lighting equipments, bathroom fixtures etc. If you are planning to renovate your house then you should consider visiting this place. This is located just adjacent to High Street Phoenix...",bas
8967,8968,Mumbai,R Mall,entered mall late evening parking entrance little confusing mall big looks decent,3,Anonymous,,We entered this mall late evening and the parking entrance is little confusing. The mall is big and looks decent.,dex
8968,8969,Mumbai,Rajabai Clock Tower,designed english architect sir george scott mt tall iconic clock tower towering example rich colonial structures mumbai said modeled lines big ben london located,4,Anonymous,,"Designed by the English architect Sir George Scott, this 85 mt. tall iconic clock tower is a towering example of the rich colonial structures in Mumbai. It is said to be modeled on the lines of the Big Ben in London and is located in...",bas
8969,8970,Mumbai,Raheja Exocita Mudh Marve,standing tall backdrop arabian waters luxury township raheja exotica madh island destination feel love beauty serenity rahejauniversal minutes away city world,5,Anonymous,,"Standing tall against the backdrop of Arabian waters, the luxury township of Raheja Exotica at Madh Island is a destination in itself. 
I feel in love with the beauty and serenity of @rahejauniversal . It’s minutes away from the city and yet in another world...",gol
8970,8971,Mumbai,Red Carpet Wax Museum,ambience good crowded wax status queen elizabeth president obama michael jackson indians worth time visit,4,Anonymous,,"The ambience is very good and it is not very crowded. There are wax status of Queen Elizabeth, president Obama, Michael Jackson and very few Indians. Worth only a one time visit.",bas
8971,8972,Mumbai,Rajawadi Garden,offers best place enjoy morning breeze activity morning joggers nice place family outing evening,5,Anonymous,,This offers  the best  place to  enjoy the morning  breeze. Full of activity in the morning  with joggers. Nice place for  family outing in the evening.,gol
8972,8973,Mumbai,Rassaz Shopping Mall,visited mall naya nagar shopping clothes various types clothes shop clothes accessories shop come good bargaining theater,4,Anonymous,,Visited this mall in naya nagar for shopping some clothes .You can find here various types of clothes shop and clothes accessories shop but when you come to this you must be good at bargaining .In this there is also Theater in which you can...,bas
8973,8974,Mumbai,Rbi Coin Museum Mumbai,real wow place students strongly suggests place picnic educational trip schools,4,Anonymous,,Its a real Wow place for all students. I strongly suggests this place for Picnic or educational trip from schools.,bas
8974,8975,Mumbai,Ratansi Mulji Fountain,seriously fountain road probably ride past time mumbai way,3,Anonymous,,"Seriously,  this is just a fountain in the road. You'll probably ride past it during your time in Mumbai. Wouldn't go out your way to see this.",dex
8975,8976,Mumbai,Raudat Tahera,dawoodi bohra people place pkace visit come mumbai religious place,3,Anonymous,,"For Dawoodi Bohra people this place is first pkace to visit as we come to Mumbai.
Its a religious place.",dex
8976,8977,Mumbai,Regal Circle,circle entrance colaba witness heavy traffic place times,3,Anonymous,,This circle is entrance to colaba. One can witness heavy traffic at this place most of the times. Nothing much to see here.,dex
8977,8978,Mumbai,Royal Opera House,royal opera house situated heart south mumbai restored old glory equipped modern technology went enjoy musical performance simply delighted small auditorium seats,5,Anonymous,,"Royal Opera House, situated in the heart of South Mumbai has been restored to its old glory and equipped with modern technology. We went to enjoy a musical performance and were simply delighted. It’s a rather small auditorium with just about 120 seats in the...",gol
8978,8979,Mumbai,Rhythm Art Gallery,place suggested friend say great collection bought paintings month truly satisfied,5,Anonymous,,This place was suggested to me by a friend and must say they have a great collection. Bought two paintings from them last month and I am truly satisfied.,gol
8979,8980,Mumbai,Royal Western India Turf Club,rwitc good racetrack superb stands located right mahalaxmi race course primarily offers racing opportunities horse training opposite willingdon sports club premier club india horse racing,5,Anonymous,,"The RWITC is a good racetrack with superb stands, located right on the Mahalaxmi Race Course and primarily offers racing opportunities and horse training.
It is opposite the Willingdon Sports Club. One of the premier club of India where the horse racing is done",gol
8980,8981,Mumbai,Samrat Theatre,runs old movies expect new crowd number shows avoid free,4,Anonymous,,"It runs only old movies, don’t expect new one hence less crowd and less number of shows. Avoid if you are not free",bas
8981,8982,Mumbai,Sanjay Gandhi National Park,rental cycle min hrs cost rs available hrs charge access ½ hour ask deposit rs min charge deducted,3,Anonymous,,"You'll have to take rental cycle for min 2hrs which cost Rs.80(not available for less than 2hrs) and 30/- will be charge for every access of ½ hour.
You will be ask for deposit of Rs.300 min first and your charge will be deducted from...",dex
8982,8983,Mumbai,Sailors Home,accommodation facility sailor located masjid bunder area south mumbai port near place useful place sailors visited place friend works marine,4,Anonymous,,This is an accommodation facility for sailor located at Masjid Bunder area in South Mumbai.There is port near this place and hence it is very useful place for sailors. I had visited this place with my friend who works for marine.,bas
8983,8984,Mumbai,Sana Mosque,sana mosque beautiful mosque green tree religious place muslim people use prayer great place great view,5,Anonymous,,Sana mosque is very beautiful mosque with green tree this is one religious place of muslim people use prayer great place and great view,gol
8984,8985,Mumbai,Sakshi Gallery,located prime location place good collection works definite visit intent art lovers,5,Anonymous,,"Located in a prime location, the place has a good collection of works.. A definite must visit for intent art lovers!",gol
8985,8986,Mumbai,Sanay Guruji Arogya Mandir,arogya mandir teaches yoga spiritual knowlege health spiritualism ideal,4,Anonymous,,The  Arogya mandir  teaches yoga and  spiritual  knowlege.   Health through spiritualism   is the  ideal here.,bas
8986,8987,Mumbai,Sarvoday Mall,mall worst poor design basic facilities escalators work food court people visit mall sm multiplex visit mall endangered mall witnessed poor lusty couples,1,Anonymous,,"This mall is worst. Poor design, no basic facilities. Escalators never work and it doesn't have Even a food Court. People do visit the mall because of ""SM5"" Multiplex. Otherwise nobody will visit this mall. This endangered mall can be witnessed of poor lusty couples...",wil
8987,8988,Mumbai,Sankat Mochan Hanuman Mandir,sake experience followers lord hanuman make sure protect belongings ancestors monkeys tuesdays saturdays longer usual,4,Anonymous,,"one should just go there to  for the sake of an experience if not for anything. its a must for the followers of lord hanuman. make sure that you protect your belongings from our ancestors(monkeys!). tuesdays & saturdays, it will take much longer than usual...",bas
8988,8989,Mumbai,Sassoon Dock,great place visit fishing boats india work good friendly atmosphere working way decades hand automation,5,Anonymous,,"Great place to visit and see how fishing boats in India work, good friendly atmosphere, seems to be working the same way it has for decades or more.
Everything done by hand, no automation here.",gol
8989,8990,Mumbai,Sewri Jetty,realise beauty place reached simple small jetty ample opportunity flamingoes low tide able flamingoes nearby public facilities like toilets drinking,5,Anonymous,,"We didn't realise the beauty of this place until we reached here. A simple small jetty with ample opportunity to see flamingoes all around. If you go at low tide, you'd be able to see the flamingoes nearby. No public facilities like toilets or drinking...",gol
8990,8991,Mumbai,Shangrila Resort & Waterpark,water high chlorine content wave pool area slippery people actually unable walk properly family members caused skin problems water pool swimming area visibly dirty wrapers plastic bottles floating,2,Anonymous,,"Water has very high chlorine content. Even wave pool area was so slippery that people were actually unable to walk properly. Our full family members caused skin problems due to water in pool. 
Swimming area was visibly dirty. Even wrapers of plastic bottles were floating...",fuk
8991,8992,Mumbai,Shivaji Park,shivaji park popular youngsters cricketers people playing,4,Anonymous,,Shivaji park is very popular amongst youngsters and cricketers. There are many people playing around.,bas
8992,8993,Mumbai,Sheetla Devi Temple,temple comparatively lesser recognition gurgaon loved temple lot,4,Anonymous,,Though this temple has comparatively lesser recognition than the one in Gurgaon but loved the temple a lot,bas
8993,8994,Mumbai,Shahid Vijay Salaskar Udyan,park beautiful greenery park provides breathing place people area middle choking city wonderful place spend evenings,4,Anonymous,,The  park is   very  beautiful  with so much  greenery. The  park  provides a  breathing place for people around this   area in the middle of the  choking city. Wonderful place to  spend the evenings,bas
8994,8995,Mumbai,Shilonda Trail,simple beautiful away crowded areas national park trail takes small water body enchanting forest exotic butterflys insects advisable guide kids love playing water pretty,5,Anonymous,,"Simple and beautiful, away from the crowded areas of national park. This trail takes you to a small water body,  through enchanting forest full of exotic butterflys and insects . Its advisable to take a guide. Kids will love playing in water, which is pretty...",gol
8995,8996,Mumbai,Shiv Parvati Temple,temple dedicated lord shiva wife goddess parvati near sion railway station temple good place visit religious follower lord shiva people come worship,5,Anonymous,,"This temple is dedicated to Lord Shiva and his wife Goddess Parvati. Near to Sion Railway station, this temple is a very good place to visit if you are religious and follower of Lord Shiva. People come here to worship.",gol
8996,8997,Mumbai,Shree Akkalkot Swami Samarth Maharaj Math,visit place love connect inner peace fragrant calm atmosphere engulfs leads calmer version,5,Anonymous,,A must visit place for those who love to connect with their inner peace.  The fragrant and calm atmosphere engulfs you and leads you to a much calmer version of yourself,gol
8997,8998,Mumbai,Shree Ayyappa Mandir,nice place ambience good peaceful chants pujari make feel relaxed devotees visit blessing fulfilling wishes,5,Anonymous,,nice place. ambience is good & peaceful. the chants of pujari make you feel relaxed.devotees often visit for blessing & fulfilling their wishes.,gol
8998,8999,Mumbai,Shree Durga Mata Mandir,visit month oct november navaratri place brightened colorful lights try attend evening prayer,4,Anonymous,,Must visit in the month of oct / november when its navaratri. The place is brightened by colorful lights. Try and attend the evening prayer.,bas
8999,9000,Mumbai,Shree Ayyappa Vishnu Temple,driver forced place drove place enter felt blessed flowers fragrance pure indian fragance true sweet fan want make,5,Anonymous,,"My can driver forced me to please see this place ,and he drove at this place when I enter here I felt so blessed because of flowers fragrance and pure indian fragance if you're a in and true sweet fan and you want to make...",gol
9000,9001,Mumbai,Shree Ayyappa Temple,visited ayyappa temple located bangur nagar goregaon west traditionally kerala temple quite peaceful soul touching main temple deity sri ayyappa ji separate small temples sri guruvayur ji sri ganesha ji durga ji subramanya ji visit place time,4,Anonymous,,"Visited this Ayyappa Temple ..Located  at Bangur Nagar Goregaon West...Its a traditionally Kerala temple,quite,peaceful and indeed soul touching, The main temple deity is Sri Ayyappa Ji, along with separate small temples of Sri Guruvayur Ji,Sri Ganesha Ji,Durga Ji,Subramanya Ji,
Visit this place any time its...",bas
9001,9002,Mumbai,Shree Kala Hanuman Temple,beautiful built temple lord hanuman located kandivali west years old temple renovated years idol lord hanuman black color named kala,4,Anonymous,,This is a very beautiful built temple of Lord Hanuman and it is located at Kandivali west. This is a more than 100 years old temple and renovated 20 years back. The idol of Lord Hanuman is black in color and hence named as Kala...,bas
9002,9003,Mumbai,Shree Balaji Mandir,bhajans day sundays special pooja performed behalf couple devotees present moment birthdays anniversaries day significance pooja assure overall health happiness prosperity,5,Anonymous,,"After the bhajans each day, except for Sundays, a special pooja is performed on behalf of a couple of devotees present at that moment, having birthdays or anniversaries on that day. The significance of this pooja is to assure overall health, happiness and prosperity of...",gol
9003,9004,Mumbai,Shree Ganesh Sai Temple,temple lord ganesh nice statue fully religious peace place good visit peace place city aarti heart touching,5,Anonymous,,"Temple for Lord ganesh with nice statue and fully religious and peace place.
Its good to visit such peace place in city.
Aarti was heart touching..",gol
9004,9005,Mumbai,"Shree Ramakrishna Math, Khar",ramakrishna math calm serene peaceful ashram located santacruz khar locality accessible sv road linking road situated residential area way road sundays holidays didnt,5,Anonymous,,"Ramakrishna Math is a calm, serene and peaceful ashram located in Santacruz Khar locality.

Accessible from both SV Road and Linking Road, it is situated in a residential area, on a one way road. However we have always been here on sundays/ holidays, so didnt...",gol
9005,9006,Mumbai,Shree Rama Jain Dev Sthan,temple dedicated lord ram laxman sita beautiful idol placed think gold sure nice ambiance,5,Anonymous,,"This is a very temple dedicated to Lord Ram, Laxman and Sita. Beautiful idol is placed which i think must be made by gold. Not sure. Nice ambiance.",gol
9006,9007,Mumbai,Shree Gayatri Temple,gayatri maa famous hindu deity temple dedicated goddess nice temple ambiance peaceful people come worship,5,Anonymous,,Gayatri Maa is a famous Hindu deity and this temple is dedicated to goddess. Very nice temple where ambiance is very peaceful. People come here to worship.,gol
9007,9008,Mumbai,Shree Khanduba,coveted tourist destination loved place famous devine presence people belief,4,Anonymous,,"This is a coveted tourist destination and very much loved place, famous for all the devine presence and people belief.",bas
9008,9009,Mumbai,Shree Shanishwar Mandir,famous place people calm bad stars like poor religion beware vendors jump opportunity harass force purchase stuff stern,2,Anonymous,,Its a famous place where people go to calm their bad stars (or something like that - i am poor in religion)! Beware of the vendors who will jump at the first opportunity to harass you and force you to purchase stuff. Be stern and...,fuk
9009,9010,Mumbai,Shree Siddhivinayak,shree siddhivinayak temple morning evening aarti beautiful time visit seek blessings bappa note visiting time avoid tuesday sankashti chaturthi important events mumbaikar,5,Anonymous,,"Shree Siddhivinayak temple's morning and evening aarti are the most beautiful time to visit and seek blessings of bappa, 
Note : If you are visiting here for the first time then avoid Tuesday and sankashti chaturthi these are important events  when most of the mumbaikar...",gol
9010,9011,Mumbai,Shree Vitthal Rukhmani Temple,arch tower great landmarks rukmimi temple people visit temple offer prayer worship lord krishna,4,Anonymous,,The arch and tower are the great landmarks  in Rukmimi temple. So many people visit this temple to offer prayer and worship Lord krishna,bas
9011,9012,Mumbai,Shree Tileswar Mahadev Mandir,small quiet temple maintained locals temple dedicated lord shiva,4,Anonymous,,Small and quiet temple which is well maintained by the locals. The temple is dedicated to Lord Shiva,bas
9012,9013,Mumbai,Shree Tungeshwar Mandir,old temple build black basalt rock gives utter peace spiritual peace seekers peaceful place,5,Anonymous,,Its an old temple build from black basalt rock .. and gives utter peace for spiritual peace seekers .. very peaceful place,gol
9013,9014,Mumbai,Shree Swayambhu Patali Hanuman Mandir,located inside mahalaxmi mandir complex nice small temple dedicated lord hanuman better know hanuman temples south mumbai,5,Anonymous,,"Located inside Mahalaxmi Mandir complex, it's a nice small temple dedicated to Lord Hanuman. 
It's one of the better know Hanuman Temples in South Mumbai",gol
9014,9015,Mumbai,Shree Swami Narayan Temple,amazing place good stay facilities rs room little cramped rs rooms amazingly spacious food great quality,5,Anonymous,,"Amazing place. Good stay facilities, Rs.2000/- room might be little cramped, but Rs. 3000/- rooms are amazingly spacious.
Food is also great quality",gol
9015,9016,Mumbai,Shreevigna Harta Ganesh,shreevigna harta mean obstacle remover temple dedicated lord ganesha located peaceful lane g v scheme mulund east ambiance serene auspicious nice temple devotee lord ganesha,5,Anonymous,,Shreevigna Harta mean obstacle remover. This is an temple dedicated to Lord Ganesha and located in a peaceful by lane of G V Scheme in Mulund East. Ambiance is serene and auspicious. Nice temple if you are devotee of Lord Ganesha.,gol
9016,9017,Mumbai,Shri Dharmachakra Prabhav Tirth,quiet jain temple situated km main city stay facility food facility cases allowed enter premise temple wearing length clothes going,3,Anonymous,,"A quiet Jain Temple situated about 6 km from the main city.They have stay facility and food facility. In two cases you will not be allowed to enter the premise of the temple,  either you are not wearing full length clothes or you are going...",dex
9017,9018,Mumbai,Shri Jalaram Temple,visited place accidental walk lake place exactly marked map google maps walk charkop village rustomjee building ask landmark addressed description temple dedicated,4,Anonymous,,"Visited this place out of accidental walk around this lake. The place is exactly where it is marked on the Map in Google Maps. 

Walk down to Charkop Village, Rustomjee Building and ask for its landmark as addressed in the description.

The temple is dedicated...",bas
9018,9019,Mumbai,Shri Krishna Mandir,located veera desai road near andheri sports complex temple dedicated lord krishna open early close morning evenings open pm close pm love way,5,Anonymous,,"Located on Veera Desai Road near the Andheri Sports complex, this temple is dedicated to Lord Krishna. They open very early and close at around 11.30 am in the morning and evenings they open at about 4.30 pm to close by 8pm .Love the way...",gol
9019,9020,Mumbai,Sion Hillock Fort,e fort enjoy wasting time money recommend,4,Anonymous,,Don't go by its name I.e. fort. You will not enjoy at all more over will be wasting your time and money. Won't recommend at all.,bas
9020,9021,Mumbai,Snow Kingdom,good opportunity experience feels place covered snow adults kids reasonable mins slot mins prep change required thermal clothing jacket socks boots gloves compact place,4,Anonymous,,"Good opportunity to experience what it feels in a place that's covered with snow. 650 adults and 600 kids reasonable for a 45mins slot with 15mins prep to change into the required thermal clothing of jacket, thick socks, boots and gloves. Compact place with two...",bas
9021,9022,Mumbai,Shri Trimurti Jain Mandir,mumbai large jain community lovely beautiful jain temples jain community generally quite prosperous reflected stunning decorative ornate temples jain community known peace loving void violence,5,Anonymous,,"Mumbai has a large Jain Community, hence some lovely and beautiful Jain Temples. The Jain community are generally quite prosperous and this is reflected in their stunning, decorative and ornate temples. 
The Jain community is well known for being a peace-loving one and void violence....",gol
9022,9023,Mumbai,Shrine of Don Bosco mumbai,shrine bosco mumbai adjacent bosco school nearest railway station matunga central railway station,3,Anonymous,,Shrine of Don Bosco mumbai is adjacent to Don Bosco School. The nearest railway station is Matunga Central railway station.,dex
9023,9024,Mumbai,SK Patil Udyan,garden got good potential bloom attractive tourist spot developed efficiently park provides fresh air people jog far city center reached auto public,5,Anonymous,,"This garden has got  good potential to  bloom into  very   attractive  tourist spot  if it is developed more efficiently.  The  park provides a fresh t air to the people who jog here.Not far from the city center,  Can  be reached with auto or other public...",gol
9024,9025,Mumbai,Sitladevi Temple,actually routine visit birthplace born building shitladevi temple told parents idol excavation building foundation temples shitladevi temple includes shri shatadurga,3,Anonymous,,"Actually this was my routine visit to my birthplace. I was born in building next to Shitladevi Temple. I was told by my parents, idol was found during excavation of building foundation. There are many more temples next to Shitladevi temple which includes Shri Shatadurga...",dex
9025,9026,Mumbai,Silver Oak,good antique store innumerable choices different culturally important articles different places real feast antique lovers,5,Anonymous,,This is a very good antique store  where you can   find innumerable choices of    different  culturally important  articles  from  different places. It is  a real feast for  antique lovers,gol
9026,9027,Mumbai,Snow World Mumbai,activity children small snow enjoy price high mins,4,Anonymous,,not much activity there for children. and very small only snow we can enjoy. price high for only 45 mins.,bas
9027,9028,Mumbai,Sobo Central Mall,quite good mall special coffee bite tourist attraction,5,Anonymous,,This is a quite a good mall around here. Nothing special. You can have a coffee and a bite.Not a tourist attraction.,gol
9028,9029,Mumbai,Sri Marali Mandir,temple attached building small place people worship day long children litter temple,4,Anonymous,,This temple is attached with the building. Its a small place where people worship all day long and also children litter around the temple.,bas
9029,9030,Mumbai,Sree Ayappa Temple,midst city simple routine religious spiritual services blessed peaceful atmosphere,5,Anonymous,,Midst of  the city very simple having routine religious and spiritual services blessed with peaceful atmosphere.,gol
9030,9031,Mumbai,Sohel Arts,sohel arts beautiful art museum lots art form work located malad,4,Anonymous,,Sohel Arts is a beautiful art museum where in we can see lots of art form and work located here at Malad,bas
9031,9032,Mumbai,Special Holidays,nepal days greeted representative special holidays taken accommodation nice clean hotel reasonable breakfast morning guide dave helpful knowledgeable man took sights listed,5,Anonymous,,"Nepal (5 days) – We were greeted by a representative from Special Holidays and taken to our accommodation.  Nice and clean hotel with a reasonable breakfast each morning. 
Our guide ‘Dave’ was a helpful and knowledgeable man who took us around all the sights listed...",gol
9032,9033,Mumbai,Sri Ramkrishna Math and Mission,visiting math childhood pious peaceful math main temple huge hall size marble statue lord sri ramakrishna paramhansa evening prayer awesome entire math kept neat,5,Anonymous,,I am visiting the Math since my childhood. Very pious and peaceful math. The main temple is having a huge hall in size with the marble statue of Lord Sri Ramakrishna Paramhansa. The evening prayer is awesome. The entire math is kept very very neat...,gol
9033,9034,Mumbai,Sri Sri Radha Gopinath Temple,love visit frequently visited times sunday sunday satsang pravachan delicious prasadam mini store books mala prasad,5,Anonymous,,"Love to visit frequently. I had visited 3 to 4 times almost on Sunday. Sunday there was satsang and pravachan. After that delicious prasadam. Mini store is there for books, Mala, prasad etc.",gol
9034,9035,Mumbai,Sri Sri Radha Giridhari Temple,nice beautiful temple white marble fantastic interiors beautiful eye catching idols radha krishna jagnnath balram subhadra krishna beautiful paintings ceiling idol narsingh deo srila prabhupad overall worthy experience calmness continuous harinam sankirtan,5,Anonymous,,Nice beautiful temple .All white marble with fantastic interiors .Beautiful eye catching idols of Radha & Krishna and Jagnnath Balram Subhadra Krishna. Beautiful paintings all around ceiling. One side idol of Narsingh deo and one side Srila Prabhupad .Overall worthy experience and calmness.Continuous Harinam Sankirtan....,gol
9035,9036,Mumbai,Sri Sri Radha Rasabihari Ji Temple,clean premises soothing atmosphere sober outlook tranquil peace laid ancient times vedic rhymes disciplined disciples bhajan singing devotees excellent food life scheme huge stand footwear huge open floor aarti n prasadam free entry self motivated disciples best,5,Anonymous,,"Clean premises
Soothing atmosphere
Sober outlook
Tranquil peace
Laid back in ancient times of vedic rhymes
Disciplined disciples
Bhajan singing devotees
Excellent Food for Life scheme
Huge stand for footwear
Huge open floor for Aarti n Prasadam
Free entry
Self motivated disciples
Best of the...",gol
9036,9037,Mumbai,St Ignacious Church,nice example beautiful architecture old church build british regime large size people accommodated prayer time wonderful place,5,Anonymous,,"This is a nice example of beautiful architecture. Old church build during British regime is a large in size and many people can be accommodated for prayer, at a time. Wonderful place.",gol
9037,9038,Mumbai,St Annes Church,wonderful place situated mazgaon mumbai serene calm away hustle day day life feel peace,5,Anonymous,,The most wonderful place situated at Mazgaon in Mumbai. Serene and calm..away from the hustle of the day to day life. You can feel the peace just being there!!,gol
9038,9039,Mumbai,St. George's Fort - Mumbai,reached chatrapati shivaji maharaj terminus cst snacks nearby destination sharing compound wall cst situated inside st george hospital premises time luck running high glimpse,4,Anonymous,,We reached Chatrapati Shivaji Maharaj Terminus (CST) by 10.00am and had snacks nearby. Our first destination was sharing its compound wall with CST and is situated inside St George hospital premises. This time our luck was running high and we could get glimpse of the...,bas
9039,9040,Mumbai,St Josephs Syro Malabar Church,church good building spacious place peaceful provides ideal atmosphere,5,Anonymous,,The church is so good and the building is spacious.  The place is very peaceful and provides  an ideal atmosphere,gol
9040,9041,Mumbai,St John the Evangelist Church,chanced visiting church checking maps nearest historic place visit ballard pier sweet simple church old world chairs architecture visit ballard pier skipped,4,Anonymous,,Chanced upon visiting this church when i was checking maps for the nearest historic place to visit when i was in ballard pier.Its a sweet and simple church with old world chairs and architecture.Do visit if you are in Ballard Pier.Can be skipped if you...,bas
9041,9042,Mumbai,St John's Church,big place highly maintained beautiful sit pray god time,5,Anonymous,,"This is very big place, highly maintained and very beautiful. Sit here and pray to god for some time.",gol
9042,9043,Mumbai,St Peter's Church,churches bandra area city hill road junction lane called st peter road st peter church originally th century church rebuilt larger churches,3,Anonymous,,"There are many churches in the Bandra area of the city. Along Hill road, at the junction of the lane called St Peter's road is the St Peter's church.
It was originally a 19th century church, since rebuilt. It is one of the larger churches...",dex
9043,9044,Mumbai,St. Thomas Cathedral Mumbai,worth visit refurbished cared unesco large impressive nave check seat plaques church king george v queen mary sat mother theresa visited,5,Anonymous,,"This is well worth a visit now being refurbished and cared for by Unesco. Large impressive nave, check out the seat plaques at the front of the church where King George V and Queen Mary sat and also where Mother Theresa visited.",gol
9044,9045,Mumbai,St Teresa Church,really old famous landmark near opera house loved architecture clean maintained church visit,5,Anonymous,,It is a really old and famous landmark near Opera House. I loved the architecture and it is a clean and well maintained church for one to visit.,gol
9045,9046,Mumbai,St. Xavier's College,recognized heritage structure built indo gothic architecture century old college prime location best educational facilities student talent encouragement extracurricular activities celebrities alumni prestigious institution films campus background,5,Anonymous,,"Recognized as a  heritage structure  built in  Indo - Gothic architecture the century old college with prime location is the  best in educational facilities, student's  talent encouragement and extracurricular activities. Many celebrities are the alumni s of this  prestigious institution. Many films with campus background...",gol
9046,9047,Mumbai,Swami Samarth Temple,swami samarth temple situated enters lokhandwala market road place extremely serene devotees visiting temple hours day evening aarti highpoint needs,4,Anonymous,,"Been to the Swami Samarth temple situated just before one enters the Lokhandwala market road.

The place is extremely serene and one can find many devotees visiting the temple during all hours of the day with the evening Aarti is the highpoint. One needs to...",bas
9047,9048,Mumbai,Statue Of Chhatrapati Shivaji Maharaj,statue chhatrapati shivaji maharaj installed mumbai statue opposite gateway india try miss,3,Anonymous,,"Though there are many Statue of Chhatrapati Shivaji Maharaj installed in Mumbai, but this statue is opposite of Gateway of India. Try to find out there, otherwise you will miss it.",dex
9048,9049,Mumbai,Still Water Aquatics - Nature Aquarium Gallery,planted aquarium hobbyist visited place plants entered premises forgot reason started asking questions staff beauty nature met eye aquascapes,4,Anonymous,,I am a planted aquarium hobbyist and I visited this place to get some plants. When I entered their premises I forgot the reason I was there and started asking questions to the staff about the beauty of nature that met my eye. The aquascapes...,bas
9049,9050,Mumbai,Studio Malabar,recently came studio malabar exquisite collection quaint trinkets ornate decor accents store personifies old world charm bought hand embroidered jewellery box store personal collection sincerely recommend store,5,Anonymous,,I recently came across Studio Malabar and their exquisite collection. From quaint trinkets to ornate decor accents- this store personifies old world charm. I bought a hand made embroidered jewellery box to store my personal collection in and I sincerely recommend this store to anyone...,gol
9050,9051,Mumbai,Surana Arts,surana arts located south mumbai typically museum shop art work multiple categories,3,Anonymous,,Surana Arts is located in south Mumbai it is typically museum as well you can shop for art work of multiple categories,dex
9051,9052,Mumbai,Studio3 Art Gallery,place great reflection indian art diversified form nook corner country specialise local content nice enjoy choice,5,Anonymous,,"This  place is  a  great  reflection of  Indian  art, that too in the  diversified form  from all over and  every nook and  corner  of the country  which specialise  in their  local content. Very  nice to  see and enjoy. You would  get your  choice , but...",gol
9052,9053,Mumbai,Suvarna Temple,visiting suvarna temple years eternal peace whilst visiting,4,Anonymous,,"I had been visiting Suvarna Temple for last so many years now, always had a eternal peace whilst visiting.",bas
9053,9054,Mumbai,Talao Pali Lake,recently visited lake friends located near kopineshwar temple walk reach lake beautiful walk lake evening street food items famous,5,Anonymous,,I recently visited this lake with friends.It is located near kopineshwar temple and one can walk to reach here.The lake  is very beautiful and one can take a walk around the lake in evening.Street food items are very famous here.,gol
9054,9055,Mumbai,Taraporewala Aquarium,good short mins visit crowded place small handling renovated tanks lot dirt water making visibility difficult noise entry fee minimal photography video charges bomb need,2,Anonymous,,"Good for short 30 mins visit.Too crowded and place is small for handling it.Though renovated , most tanks are empty , lot of dirt in water making its visibility difficult and too much noise.Entry fee is minimal but photography and video charges are bomb.No need...",fuk
9055,9056,Mumbai,Swatantryaveer Savarkar Rashtriya Smarak,memorial dedicated great freedom fighter vinayak damodar savarkar popularly known veer savarkar panels recreating immediately recognisable scenes lives famous revolutionaries fight freedom light sound,5,Anonymous,,"This memorial is dedicated to the great freedom fighter Vinayak Damodar Savarkar popularly known as Veer Savarkar. There are several panels recreating immediately recognisable scenes from the lives of famous revolutionaries in their fight for freedom. 

There is a light and sound show for about...",gol
9056,9057,Mumbai,Tansa Dam,visit dam bmc restricted area road leading dam deserves review nature prime jus end rains lush,2,Anonymous,,Well.. we could not visit the dam as such as it is now under the BMC and a restricted area. The road leading up to the dam however deserves a review! The nature here is at its prime jus towards end of the rains. Lush...,fuk
9057,9058,Mumbai,Tapeshwar Temple,visit temple really peaceful place definitely feel connected god temple,5,Anonymous,,"One should visit the temple,its a really peaceful place and one will definitely feel connected to god at the temple!",gol
9058,9059,Mumbai,Tejas Express,great way reach kokan snacks served paid food quality decent travelled executive class seats comfortable good leg room think appreciate efforts modi government ministry railway commuters try,5,Anonymous,,"Great way to reach Kokan. Snacks were served (PAID). Food quality is decent. Travelled by Executive Class. Seats are very comfortable and good amount of leg room.

I think we should appreciate the efforts by Modi Government and Ministry of Railway.
 
Commuters should try to...",gol
9059,9060,Mumbai,Thakur Mall,good mall near dahisar check naka mumbai good options shops shopping place make worth visit,5,Anonymous,,"This is a very good mall near Dahisar check naka in Mumbai, With a good options of Shops for shopping this place make a worth visit.",gol
9060,9061,Mumbai,Thakkar Shopping Mall,shopping mall located outside borivali west railway station place shops ready garments electronic shops paid car parking basement capsule lift average place,4,Anonymous,,This is a shopping mall located just outside Borivali west railway station. This place has many shops of ready made garments. Computer and electronic shops are also found here. They have paid car parking at the basement. Capsule lift is also there. Average place for...,bas
